ÅR,Måned,Dato,Måler,Parti,Oppslutning
1989,Mai,,TNS Gallup AS,H,22.692307692307693
1989,Mai,,Opinion,KrF,6.466512702078522
1989,Mai,,Opinion,KrF,4.878048780487805
1989,Mai,,ACNielsen,KrF,6.8
1989,Mai,,MMI,KrF,5.658198614318707
1989,Mai,,TNS Gallup AS,KrF,6.666666666666667
1989,Mai,,Opinion,NKP,0.9237875288683602
1989,Mai,,Opinion,NKP,0.2439024390243902
1989,Mai,,ACNielsen,NKP,0.6
1989,Mai,,MMI,NKP,0.6928406466512702
1989,Mai,,TNS Gallup AS,NKP,1.5384615384615383
1989,Mai,,Opinion,SF,7.390300230946882
1989,Mai,,Opinion,SF,6.341463414634147
1989,Mai,,ACNielsen,SF,8.5
1989,Mai,,MMI,SF,9.237875288683602
1989,Mai,,TNS Gallup AS,SF,9.487179487179487
1989,Mai,,Opinion,Sp,4.849884526558892
1989,Mai,,Opinion,Sp,3.1707317073170733
1989,Mai,,ACNielsen,Sp,4.3
1989,Mai,,MMI,Sp,3.695150115473441
1989,Mai,,TNS Gallup AS,Sp,3.205128205128205
1989,Mai,,Opinion,Unnamed: 6,14.549653579676674
1989,Mai,,Opinion,Unnamed: 6,14.878048780487804
1989,Mai,,ACNielsen,Unnamed: 6,16.0
1989,Mai,,MMI,Unnamed: 6,14.20323325635104
1989,Mai,,TNS Gallup AS,Unnamed: 6,16.666666666666664
1989,Mai,,Opinion,V,5.311778290993072
1989,Mai,,Opinion,V,4.878048780487805
1989,Mai,,ACNielsen,V,8.0
1989,Mai,,MMI,V,5.773672055427252
1989,Mai,,TNS Gallup AS,V,4.743589743589744
1989,Mar,,Opinion,Ap,38.73873873873874
1989,Mar,,ACNielsen,Ap,34.1
1989,Mar,,MMI,Ap,37.52941176470589
1989,Mar,,Opinion,H,21.846846846846844
1989,Mar,,ACNielsen,H,27.0
1989,Mar,,MMI,H,25.176470588235293
1989,Mar,,Opinion,KrF,5.405405405405405
1989,Mar,,ACNielsen,KrF,4.8
1989,Mar,,MMI,KrF,7.882352941176471
1989,Mar,,Opinion,NKP,0.4504504504504504
1989,Mar,,ACNielsen,NKP,0.6
1989,Mar,,MMI,NKP,0.4705882352941176
1989,Mar,,Opinion,SF,9.45945945945946
1989,Mar,,ACNielsen,SF,8.6
1989,Mar,,MMI,SF,8.117647058823529
1989,Mar,,Opinion,Sp,4.954954954954955
1989,Mar,,ACNielsen,Sp,3.7
1989,Mar,,MMI,Sp,4.235294117647059
1989,Mar,,Opinion,Unnamed: 6,12.612612612612612
1989,Mar,,ACNielsen,Unnamed: 6,14.1
1989,Mar,,MMI,Unnamed: 6,9.88235294117647
1989,Mar,,Opinion,V,6.306306306306306
1989,Mar,,ACNielsen,V,4.9
1989,Mar,,MMI,V,6.0
1989,Nov,,Opinion,Ap,35.65217391304348
1989,Nov,,Opinion,Ap,36.50442477876106
1989,Nov,,ACNielsen,Ap,35.7
1989,Nov,,MMI,Ap,32.70509977827051
1989,Nov,,TNS Gallup AS,Ap,32.68365817091454
1989,Nov,,Opinion,H,25.0
1989,Nov,,Opinion,H,22.345132743362832
1989,Nov,,ACNielsen,H,22.1
1989,Nov,,MMI,H,24.944567627494457
1989,Nov,,TNS Gallup AS,H,22.488755622188904
1989,Nov,,Opinion,KrF,8.043478260869565
1989,Nov,,Opinion,KrF,8.4070796460177
1989,Nov,,ACNielsen,KrF,7.2
1989,Nov,,MMI,KrF,7.317073170731707
1989,Nov,,TNS Gallup AS,KrF,5.547226386806597
1989,Nov,,Opinion,NKP,0.4347826086956521
1989,Nov,,Opinion,NKP,0.2212389380530973
1989,Nov,,ACNielsen,NKP,0.0
1989,Nov,,MMI,NKP,0.4434589800443459
1989,Nov,,TNS Gallup AS,NKP,0.5997001499250375
1989,Nov,,Opinion,SF,12.391304347826088
1989,Nov,,Opinion,SF,13.495575221238935
1989,Nov,,ACNielsen,SF,15.6
1989,Nov,,MMI,SF,16.4079822616408
1989,Nov,,TNS Gallup AS,SF,16.34182908545727
1989,Nov,,Opinion,Sp,6.086956521739131
1989,Nov,,Opinion,Sp,5.752212389380531
1989,Nov,,ACNielsen,Sp,4.2
1989,Nov,,MMI,Sp,4.656319290465632
1989,Nov,,TNS Gallup AS,Sp,5.547226386806597
1989,Nov,,Opinion,Unnamed: 6,8.91304347826087
1989,Nov,,Opinion,Unnamed: 6,10.398230088495575
1989,Nov,,ACNielsen,Unnamed: 6,9.3
1989,Nov,,MMI,Unnamed: 6,10.08869179600887
1989,Nov,,TNS Gallup AS,Unnamed: 6,13.193403298350823
1989,Nov,,Opinion,V,3.0434782608695654
1989,Nov,,Opinion,V,2.6548672566371683
1989,Nov,,ACNielsen,V,3.5
1989,Nov,,MMI,V,2.6607538802660757
1989,Nov,,TNS Gallup AS,V,2.2488755622188905
1989,Okt,,Opinion,Ap,31.88118811881188
1989,Okt,,Opinion,Ap,34.61538461538461
1989,Okt,,ACNielsen,Ap,33.7
1989,Okt,,MMI,Ap,33.79469434832757
1989,Okt,,Opinion,H,20.3960396039604
1989,Okt,,Opinion,H,22.115384615384613
1989,Okt,,ACNielsen,H,24.7
1989,Okt,,MMI,H,24.106113033448672
1989,Okt,,Opinion,KrF,7.920792079207921
1989,Okt,,Opinion,KrF,5.0
1989,Okt,,ACNielsen,KrF,5.8
1989,Okt,,MMI,KrF,8.189158016147635
1989,Okt,,Opinion,NKP,0.396039603960396
1989,Okt,,Opinion,NKP,0.1923076923076923
1989,Okt,,ACNielsen,NKP,0.0
1989,Okt,,MMI,NKP,0.8073817762399077
1989,Okt,,Opinion,SF,20.3960396039604
1989,Okt,,Opinion,SF,13.846153846153848
1989,Okt,,ACNielsen,SF,15.3
1989,Okt,,MMI,SF,14.53287197231834
1989,Okt,,Opinion,Sp,6.336633663366337
1989,Okt,,Opinion,Sp,7.884615384615384
1989,Okt,,ACNielsen,Sp,3.8
1989,Okt,,MMI,Sp,5.767012687427912
1989,Okt,,Opinion,Unnamed: 6,10.495049504950495
1989,Okt,,Opinion,Unnamed: 6,13.076923076923078
1989,Okt,,ACNielsen,Unnamed: 6,11.7
1989,Okt,,MMI,Unnamed: 6,9.457900807381776
1989,Okt,,Opinion,V,2.178217821782178
1989,Okt,,Opinion,V,2.307692307692308
1989,Okt,,ACNielsen,V,3.2
1989,Okt,,MMI,V,2.422145328719723
1989,Sep,,Opinion,Ap,34.6072186836518
1989,Sep,,Opinion,Ap,33.00124533001245
1989,Sep,,ACNielsen,Ap,35.0
1989,Sep,,MMI,Ap,33.479692645444565
1989,Sep,,TNS Gallup AS,Ap,31.54121863799283
1989,Sep,,Opinion,Ap,30.685920577617328
1989,Sep,,Opinion,Ap,34.095238095238095
1989,Sep,,Opinion,H,20.169851380042463
1989,Sep,,Opinion,H,20.04981320049813
1989,Sep,,ACNielsen,H,19.4
1989,Sep,,MMI,H,23.71020856201976
1989,Sep,,TNS Gallup AS,H,19.83273596176822
1989,Sep,,Opinion,H,22.743682310469318
1989,Sep,,Opinion,H,19.80952380952381
1989,Sep,,Opinion,KrF,6.581740976645436
1989,Sep,,Opinion,KrF,7.84557907845579
1989,Sep,,ACNielsen,KrF,6.0
1989,Sep,,MMI,KrF,7.793633369923161
1989,Sep,,TNS Gallup AS,KrF,8.004778972520908
1989,Sep,,Opinion,KrF,7.039711191335741
1989,Sep,,Opinion,KrF,7.6190476190476195
1989,Sep,,Opinion,NKP,0.0
1989,Sep,,Opinion,NKP,0.0
1989,Sep,,ACNielsen,NKP,0.0
1989,Sep,,MMI,NKP,0.9879253567508232
1989,Sep,,TNS Gallup AS,NKP,0.4778972520908005
1989,Sep,,Opinion,NKP,1.083032490974729
1989,Sep,,Opinion,NKP,0.0
1989,Sep,,Opinion,SF,11.252653927813164
1989,Sep,,Opinion,SF,19.676214196762142
1989,Sep,,ACNielsen,SF,17.4
1989,Sep,,MMI,SF,14.709110867178923
1989,Sep,,TNS Gallup AS,SF,16.248506571087216
1989,Sep,,Opinion,SF,20.03610108303249
1989,Sep,,Opinion,SF,18.285714285714285
1989,Sep,,Opinion,Sp,6.157112526539279
1989,Sep,,Opinion,Sp,5.603985056039851
1989,Sep,,ACNielsen,Sp,4.8
1989,Sep,,MMI,Sp,4.171240395170143
1989,Sep,,TNS Gallup AS,Sp,4.778972520908005
1989,Sep,,Opinion,Sp,5.595667870036101
1989,Sep,,Opinion,Sp,5.142857142857142
1989,Sep,,Opinion,Unnamed: 6,14.64968152866242
1989,Sep,,Opinion,Unnamed: 6,10.21170610211706
1989,Sep,,ACNielsen,Unnamed: 6,12.8
1989,Sep,,MMI,Unnamed: 6,11.086717892425906
1989,Sep,,TNS Gallup AS,Unnamed: 6,13.142174432497017
1989,Sep,,Opinion,Unnamed: 6,9.386281588447654
1989,Sep,,Opinion,Unnamed: 6,10.476190476190476
1989,Sep,,Opinion,V,2.547770700636943
1989,Sep,,Opinion,V,2.3661270236612704
1989,Sep,,ACNielsen,V,2.5
1989,Sep,,MMI,V,2.96377607025247
1989,Sep,,TNS Gallup AS,V,3.225806451612903
1989,Sep,,Opinion,V,2.527075812274368
1989,Sep,,Opinion,V,3.8095238095238098
1990,Apr,,Opinion,Ap,36.37702503681885
1990,Apr,,MMI,Ap,35.794743429286605
1990,Apr,,Opinion,H,21.06038291605302
1990,Apr,,MMI,H,23.153942428035045
1990,Apr,,Opinion,KrF,7.80559646539028
1990,Apr,,MMI,KrF,6.758448060075094
1990,Apr,,Opinion,NKP,0.5891016200294551
1990,Apr,,MMI,NKP,0.2503128911138924
1990,Apr,,Opinion,SF,12.51840942562592
1990,Apr,,MMI,SF,14.768460575719647
1990,Apr,,Opinion,Sp,4.860088365243005
1990,Apr,,MMI,Sp,4.505632040050062
1990,Apr,,Opinion,Unnamed: 6,14.87481590574374
1990,Apr,,MMI,Unnamed: 6,11.639549436795996
1990,Apr,,Opinion,V,1.7673048600883652
1990,Apr,,MMI,V,2.6282853566958697
1990,Aug,,Opinion,Ap,35.932721712538225
1990,Aug,,MMI,Ap,36.71679197994988
1990,Aug,,TNS Gallup AS,Ap,35.981308411214954
1990,Aug,,Opinion,H,27.06422018348624
1990,Aug,,MMI,H,23.43358395989975
1990,Aug,,TNS Gallup AS,H,21.61214953271028
1990,Aug,,Opinion,KrF,5.81039755351682
1990,Aug,,MMI,KrF,6.390977443609022
1990,Aug,,TNS Gallup AS,KrF,7.593457943925233
1990,Aug,,Opinion,NKP,0.4587155963302752
1990,Aug,,MMI,NKP,0.6265664160401002
1990,Aug,,TNS Gallup AS,NKP,0.5841121495327103
1990,Aug,,Opinion,SF,14.984709480122325
1990,Aug,,MMI,SF,14.786967418546364
1990,Aug,,TNS Gallup AS,SF,12.967289719626168
1990,Aug,,Opinion,Sp,4.740061162079511
1990,Aug,,MMI,Sp,6.140350877192982
1990,Aug,,TNS Gallup AS,Sp,6.5420560747663545
1990,Aug,,Opinion,Unnamed: 6,9.174311926605505
1990,Aug,,MMI,Unnamed: 6,8.395989974937343
1990,Aug,,TNS Gallup AS,Unnamed: 6,10.74766355140187
1990,Aug,,Opinion,V,1.529051987767584
1990,Aug,,MMI,V,2.0050125313283207
1990,Aug,,TNS Gallup AS,V,2.6869158878504678
1990,Des,,Opinion,Ap,44.230769230769226
1990,Des,,MMI,Ap,42.05069124423963
1990,Des,,Opinion,H,18.40659340659341
1990,Des,,MMI,H,21.08294930875576
1990,Des,,Opinion,KrF,6.043956043956044
1990,Des,,MMI,KrF,5.76036866359447
1990,Des,,Opinion,NKP,0.6868131868131868
1990,Des,,MMI,NKP,0.9216589861751152
1990,Des,,Opinion,SF,10.43956043956044
1990,Des,,MMI,SF,11.405529953917052
1990,Des,,Opinion,Sp,7.967032967032966
1990,Des,,MMI,Sp,6.105990783410138
1990,Des,,Opinion,Unnamed: 6,9.89010989010989
1990,Des,,MMI,Unnamed: 6,10.023041474654375
1990,Des,,Opinion,V,2.06043956043956
1990,Des,,MMI,V,1.8433179723502304
1990,Feb,,Opinion,Ap,31.178160919540232
1990,Feb,,ACNielsen,Ap,37.2
1990,Feb,,MMI,Ap,36.12121212121212
1990,Feb,,Opinion,H,24.281609195402297
1990,Feb,,ACNielsen,H,21.6
1990,Feb,,MMI,H,21.818181818181817
1990,Feb,,Opinion,KrF,7.758620689655173
1990,Feb,,ACNielsen,KrF,4.6
1990,Feb,,MMI,KrF,8.727272727272728
1990,Feb,,Opinion,NKP,0.4310344827586206
1990,Feb,,ACNielsen,NKP,0.0
1990,Feb,,MMI,NKP,0.4848484848484848
1990,Feb,,Opinion,SF,14.798850574712644
1990,Feb,,ACNielsen,SF,13.4
1990,Feb,,MMI,SF,12.606060606060607
1990,Feb,,Opinion,Sp,4.022988505747127
1990,Feb,,ACNielsen,Sp,4.3
1990,Feb,,MMI,Sp,3.878787878787879
1990,Feb,,Opinion,Unnamed: 6,14.798850574712644
1990,Feb,,ACNielsen,Unnamed: 6,14.1
1990,Feb,,MMI,Unnamed: 6,12.848484848484848
1990,Feb,,Opinion,V,2.2988505747126435
1990,Feb,,ACNielsen,V,2.7
1990,Feb,,MMI,V,3.151515151515152
1990,Jan,,Opinion,Ap,34.3448275862069
1990,Jan,,ACNielsen,Ap,35.5
1990,Jan,,MMI,Ap,37.59733036707453
1990,Jan,,Opinion,H,24.27586206896552
1990,Jan,,ACNielsen,H,22.4
1990,Jan,,MMI,H,24.694104560622915
1990,Jan,,Opinion,KrF,6.206896551724138
1990,Jan,,ACNielsen,KrF,6.5
1990,Jan,,MMI,KrF,6.896551724137931
1990,Jan,,Opinion,NKP,0.2758620689655172
1990,Jan,,ACNielsen,NKP,0.0
1990,Jan,,MMI,NKP,1.4460511679644048
1990,Jan,,Opinion,SF,16.275862068965516
1990,Jan,,ACNielsen,SF,16.5
1990,Jan,,MMI,SF,13.79310344827586
1990,Jan,,Opinion,Sp,4.689655172413794
1990,Jan,,ACNielsen,Sp,3.7
1990,Jan,,MMI,Sp,3.781979977753059
1990,Jan,,Opinion,Unnamed: 6,12.137931034482758
1990,Jan,,ACNielsen,Unnamed: 6,10.9
1990,Jan,,MMI,Unnamed: 6,8.008898776418242
1990,Jan,,Opinion,V,1.5172413793103448
1990,Jan,,ACNielsen,V,3.6
1990,Jan,,MMI,V,2.669632925472748
1990,Jul,,Opinion,Ap,35.62091503267974
1990,Jul,,Opinion,H,23.52941176470588
1990,Jul,,Opinion,KrF,7.84313725490196
1990,Jul,,Opinion,NKP,1.30718954248366
1990,Jul,,Opinion,SF,13.562091503267974
1990,Jul,,Opinion,Sp,4.248366013071895
1990,Jul,,Opinion,Unnamed: 6,10.45751633986928
1990,Jul,,Opinion,V,2.941176470588235
1990,Jun,,Opinion,Ap,37.88732394366197
1990,Jun,,MMI,Ap,33.41614906832298
1990,Jun,,Opinion,H,23.80281690140845
1990,Jun,,MMI,H,23.975155279503102
1990,Jun,,Opinion,KrF,5.915492957746479
1990,Jun,,MMI,KrF,8.322981366459627
1990,Jun,,Opinion,NKP,0.4225352112676055
1990,Jun,,MMI,NKP,0.6211180124223602
1990,Jun,,Opinion,SF,13.521126760563378
1990,Jun,,MMI,SF,13.167701863354036
1990,Jun,,Opinion,Sp,5.492957746478874
1990,Jun,,MMI,Sp,6.459627329192546
1990,Jun,,Opinion,Unnamed: 6,8.732394366197182
1990,Jun,,MMI,Unnamed: 6,10.93167701863354
1990,Jun,,Opinion,V,3.8028169014084505
1990,Jun,,MMI,V,2.732919254658385
1990,Mai,,Opinion,Ap,39.30635838150289
1990,Mai,,MMI,Ap,37.375
1990,Mai,,Opinion,H,24.13294797687861
1990,Mai,,MMI,H,23.625
1990,Mai,,Opinion,KrF,6.358381502890173
1990,Mai,,MMI,KrF,8.0
1990,Mai,,Opinion,NKP,0.4335260115606936
1990,Mai,,MMI,NKP,0.25
1990,Mai,,Opinion,SF,10.69364161849711
1990,Mai,,MMI,SF,12.375
1990,Mai,,Opinion,Sp,5.057803468208093
1990,Mai,,MMI,Sp,4.375
1990,Mai,,Opinion,Unnamed: 6,11.127167630057803
1990,Mai,,MMI,Unnamed: 6,10.5
1990,Mai,,Opinion,V,2.312138728323699
1990,Mai,,MMI,V,2.75
1990,Mar,,Opinion,Ap,32.761087267525035
1990,Mar,,ACNielsen,Ap,37.3
1990,Mar,,MMI,Ap,35.78313253012048
1990,Mar,,Opinion,H,19.599427753934197
1990,Mar,,ACNielsen,H,21.3
1990,Mar,,MMI,H,23.97590361445783
1990,Mar,,Opinion,KrF,7.725321888412018
1990,Mar,,ACNielsen,KrF,4.6
1990,Mar,,MMI,KrF,6.506024096385541
1990,Mar,,Opinion,NKP,0.5722460658082975
1990,Mar,,ACNielsen,NKP,0.0
1990,Mar,,MMI,NKP,0.6024096385542169
1990,Mar,,Opinion,SF,16.595135908440632
1990,Mar,,ACNielsen,SF,16.3
1990,Mar,,MMI,SF,13.253012048192772
1990,Mar,,Opinion,Sp,5.293276108726753
1990,Mar,,ACNielsen,Sp,3.2
1990,Mar,,MMI,Sp,5.421686746987952
1990,Mar,,Opinion,Unnamed: 6,14.449213161659513
1990,Mar,,ACNielsen,Unnamed: 6,13.2
1990,Mar,,MMI,Unnamed: 6,11.44578313253012
1990,Mar,,Opinion,V,2.718168812589413
1990,Mar,,ACNielsen,V,2.4
1990,Mar,,MMI,V,2.1686746987951806
1990,Nov,,Opinion,Ap,49.10591471801926
1990,Nov,,MMI,Ap,46.6030989272944
1990,Nov,,TNS Gallup AS,Ap,41.55223880597015
1990,Nov,,Opinion,H,17.881705639614857
1990,Nov,,MMI,H,17.99761620977354
1990,Nov,,TNS Gallup AS,H,20.0
1990,Nov,,Opinion,KrF,5.777166437414031
1990,Nov,,MMI,KrF,6.31704410011919
1990,Nov,,TNS Gallup AS,KrF,5.432835820895522
1990,Nov,,Opinion,NKP,0.1375515818431912
1990,Nov,,MMI,NKP,0.4767580452920142
1990,Nov,,TNS Gallup AS,NKP,0.2388059701492537
1990,Nov,,Opinion,SF,11.829436038514444
1990,Nov,,MMI,SF,10.72705601907032
1990,Nov,,TNS Gallup AS,SF,12.477611940298509
1990,Nov,,Opinion,Sp,6.464924346629987
1990,Nov,,MMI,Sp,5.721096543504172
1990,Nov,,TNS Gallup AS,Sp,5.432835820895522
1990,Nov,,Opinion,Unnamed: 6,6.464924346629987
1990,Nov,,MMI,Unnamed: 6,9.65435041716329
1990,Nov,,TNS Gallup AS,Unnamed: 6,11.761194029850747
1990,Nov,,Opinion,V,2.063273727647868
1990,Nov,,MMI,V,1.5494636471990464
1990,Nov,,TNS Gallup AS,V,2.388059701492537
1990,Okt,,Opinion,Ap,44.3342776203966
1990,Okt,,MMI,Ap,36.86746987951807
1990,Okt,,Opinion,H,18.271954674220964
1990,Okt,,MMI,H,21.686746987951807
1990,Okt,,Opinion,KrF,6.515580736543909
1990,Okt,,MMI,KrF,7.10843373493976
1990,Okt,,Opinion,NKP,0.141643059490085
1990,Okt,,MMI,NKP,1.2048192771084338
1990,Okt,,Opinion,SF,12.889518413597736
1990,Okt,,MMI,SF,13.253012048192772
1990,Okt,,Opinion,Sp,4.957507082152975
1990,Okt,,MMI,Sp,4.819277108433735
1990,Okt,,Opinion,Unnamed: 6,11.048158640226628
1990,Okt,,MMI,Unnamed: 6,11.44578313253012
1990,Okt,,Opinion,V,1.41643059490085
1990,Okt,,MMI,V,2.6506024096385543
1990,Sep,,Opinion,Ap,37.51763046544429
1990,Sep,,MMI,Ap,36.24242424242424
1990,Sep,,Opinion,H,20.451339915373765
1990,Sep,,MMI,H,22.545454545454547
1990,Sep,,Opinion,KrF,6.346967559943582
1990,Sep,,MMI,KrF,7.393939393939394
1990,Sep,,Opinion,NKP,0.4231311706629055
1990,Sep,,MMI,NKP,0.7272727272727273
1990,Sep,,Opinion,SF,14.527503526093088
1990,Sep,,MMI,SF,13.212121212121213
1990,Sep,,Opinion,Sp,7.052186177715091
1990,Sep,,MMI,Sp,4.484848484848484
1990,Sep,,Opinion,Unnamed: 6,11.142454160789844
1990,Sep,,MMI,Unnamed: 6,12.848484848484848
1990,Sep,,Opinion,V,1.9746121297602257
1990,Sep,,MMI,V,2.3030303030303028
1991,Apr,,Opinion,Ap,36.7
1991,Apr,,ACNielsen,Ap,39.2
1991,Apr,,MMI,Ap,37.07602339181287
1991,Apr,,Opinion,H,26.1
1991,Apr,,ACNielsen,H,22.1
1991,Apr,,MMI,H,22.105263157894736
1991,Apr,,Opinion,KrF,5.8
1991,Apr,,ACNielsen,KrF,4.9
1991,Apr,,MMI,KrF,6.315789473684211
1991,Apr,,Opinion,NKP,0.3
1991,Apr,,ACNielsen,NKP,0.0
1991,Apr,,MMI,NKP,1.0526315789473684
1991,Apr,,Opinion,SF,14.0
1991,Apr,,ACNielsen,SF,14.0
1991,Apr,,MMI,SF,15.321637426900589
1991,Apr,,Opinion,Sp,6.7
1991,Apr,,ACNielsen,Sp,5.8
1991,Apr,,MMI,Sp,6.549707602339182
1991,Apr,,Opinion,Unnamed: 6,6.7
1991,Apr,,ACNielsen,Unnamed: 6,9.4
1991,Apr,,MMI,Unnamed: 6,7.1345029239766085
1991,Apr,,Opinion,V,2.6
1991,Apr,,ACNielsen,V,3.6
1991,Apr,,MMI,V,3.274853801169591
1991,Aug,,Opinion,Ap,36.2406015037594
1991,Aug,,Opinion,Ap,33.33333333333333
1991,Aug,,Opinion,Ap,31.155015197568385
1991,Aug,,ACNielsen,Ap,34.2
1991,Aug,,Opinion,H,24.661654135338345
1991,Aug,,Opinion,H,22.514619883040936
1991,Aug,,Opinion,H,24.62006079027356
1991,Aug,,ACNielsen,H,25.6
1991,Aug,,Opinion,KrF,6.165413533834586
1991,Aug,,Opinion,KrF,7.309941520467836
1991,Aug,,Opinion,KrF,7.142857142857142
1991,Aug,,ACNielsen,KrF,6.3
1991,Aug,,Opinion,NKP,1.0526315789473684
1991,Aug,,Opinion,NKP,1.023391812865497
1991,Aug,,Opinion,NKP,0.911854103343465
1991,Aug,,ACNielsen,NKP,0.0
1991,Aug,,Opinion,SF,13.533834586466163
1991,Aug,,Opinion,SF,14.181286549707602
1991,Aug,,Opinion,SF,13.98176291793313
1991,Aug,,ACNielsen,SF,13.9
1991,Aug,,Opinion,Sp,8.1203007518797
1991,Aug,,Opinion,Sp,8.91812865497076
1991,Aug,,Opinion,Sp,10.182370820668693
1991,Aug,,ACNielsen,Sp,5.9
1991,Aug,,Opinion,Unnamed: 6,7.669172932330827
1991,Aug,,Opinion,Unnamed: 6,7.456140350877193
1991,Aug,,Opinion,Unnamed: 6,6.68693009118541
1991,Aug,,ACNielsen,Unnamed: 6,8.8
1991,Aug,,Opinion,V,2.1052631578947367
1991,Aug,,Opinion,V,3.3625730994152043
1991,Aug,,Opinion,V,3.4954407294832825
1991,Aug,,ACNielsen,V,3.9
1991,Des,,Opinion,Ap,29.160063391442154
1991,Des,,ACNielsen,Ap,31.8
1991,Des,,MMI,Ap,32.534246575342465
1991,Des,,TNS Gallup AS,Ap,36.894586894586894
1991,Des,,Opinion,H,25.35657686212361
1991,Des,,ACNielsen,H,20.1
1991,Des,,MMI,H,21.689497716894977
1991,Des,,TNS Gallup AS,H,19.37321937321937
1991,Des,,Opinion,KrF,7.765451664025356
1991,Des,,ACNielsen,KrF,6.2
1991,Des,,MMI,KrF,7.9908675799086755
1991,Des,,TNS Gallup AS,KrF,7.264957264957266
1991,Des,,Opinion,NKP,0.6339144215530903
1991,Des,,ACNielsen,NKP,0.0
1991,Des,,MMI,NKP,0.7990867579908676
1991,Des,,TNS Gallup AS,NKP,0.4273504273504274
1991,Des,,Opinion,SF,17.432646592709986
1991,Des,,ACNielsen,SF,18.1
1991,Des,,MMI,SF,15.41095890410959
1991,Des,,TNS Gallup AS,SF,13.675213675213676
1991,Des,,Opinion,Sp,10.776545166402537
1991,Des,,ACNielsen,Sp,10.4
1991,Des,,MMI,Sp,10.730593607305936
1991,Des,,TNS Gallup AS,Sp,10.541310541310542
1991,Des,,Opinion,Unnamed: 6,5.863708399366086
1991,Des,,ACNielsen,Unnamed: 6,7.7
1991,Des,,MMI,Unnamed: 6,7.191780821917808
1991,Des,,TNS Gallup AS,Unnamed: 6,6.1253561253561255
1991,Des,,Opinion,V,2.3771790808240887
1991,Des,,ACNielsen,V,3.9
1991,Des,,MMI,V,1.82648401826484
1991,Des,,TNS Gallup AS,V,3.276353276353276
1991,Feb,,Opinion,Ap,44.640234948605
1991,Feb,,ACNielsen,Ap,42.5
1991,Feb,,MMI,Ap,42.78416347381865
1991,Feb,,TNS Gallup AS,Ap,43.665158371040725
1991,Feb,,Opinion,H,17.474302496328928
1991,Feb,,ACNielsen,H,19.6
1991,Feb,,MMI,H,20.689655172413797
1991,Feb,,TNS Gallup AS,H,19.79638009049774
1991,Feb,,Opinion,KrF,6.31424375917768
1991,Feb,,ACNielsen,KrF,6.5
1991,Feb,,MMI,KrF,6.513409961685824
1991,Feb,,TNS Gallup AS,KrF,6.561085972850679
1991,Feb,,Opinion,NKP,0.2936857562408223
1991,Feb,,ACNielsen,NKP,0.0
1991,Feb,,MMI,NKP,0.2554278416347382
1991,Feb,,TNS Gallup AS,NKP,0.0
1991,Feb,,Opinion,SF,13.803230543318648
1991,Feb,,ACNielsen,SF,13.0
1991,Feb,,MMI,SF,10.472541507024266
1991,Feb,,TNS Gallup AS,SF,11.87782805429864
1991,Feb,,Opinion,Sp,6.31424375917768
1991,Feb,,ACNielsen,Sp,5.3
1991,Feb,,MMI,Sp,7.0242656449553005
1991,Feb,,TNS Gallup AS,Sp,4.864253393665159
1991,Feb,,Opinion,Unnamed: 6,8.370044052863436
1991,Feb,,ACNielsen,Unnamed: 6,9.6
1991,Feb,,MMI,Unnamed: 6,8.301404853128991
1991,Feb,,TNS Gallup AS,Unnamed: 6,9.728506787330318
1991,Feb,,Opinion,V,2.055800293685756
1991,Feb,,ACNielsen,V,2.7
1991,Feb,,MMI,V,3.1928480204342278
1991,Feb,,TNS Gallup AS,V,2.7149321266968327
1991,Jan,,Opinion,Ap,45.30791788856305
1991,Jan,,ACNielsen,Ap,46.0
1991,Jan,,MMI,Ap,47.07903780068728
1991,Jan,,TNS Gallup AS,Ap,43.97435897435897
1991,Jan,,Opinion,H,16.422287390029325
1991,Jan,,ACNielsen,H,17.6
1991,Jan,,MMI,H,16.83848797250859
1991,Jan,,TNS Gallup AS,H,19.743589743589745
1991,Jan,,Opinion,KrF,6.598240469208211
1991,Jan,,ACNielsen,KrF,6.3
1991,Jan,,MMI,KrF,5.956471935853378
1991,Jan,,TNS Gallup AS,KrF,6.923076923076923
1991,Jan,,Opinion,NKP,0.2932551319648094
1991,Jan,,ACNielsen,NKP,0.0
1991,Jan,,MMI,NKP,0.4581901489117984
1991,Jan,,TNS Gallup AS,NKP,0.1282051282051282
1991,Jan,,Opinion,SF,12.609970674486805
1991,Jan,,ACNielsen,SF,12.9
1991,Jan,,MMI,SF,9.621993127147768
1991,Jan,,TNS Gallup AS,SF,12.692307692307692
1991,Jan,,Opinion,Sp,7.624633431085044
1991,Jan,,ACNielsen,Sp,4.0
1991,Jan,,MMI,Sp,6.414662084765177
1991,Jan,,TNS Gallup AS,Sp,3.974358974358974
1991,Jan,,Opinion,Unnamed: 6,9.530791788856304
1991,Jan,,ACNielsen,Unnamed: 6,9.8
1991,Jan,,MMI,Unnamed: 6,10.538373424971365
1991,Jan,,TNS Gallup AS,Unnamed: 6,9.743589743589745
1991,Jan,,Opinion,V,1.3196480938416422
1991,Jan,,ACNielsen,V,2.3
1991,Jan,,MMI,V,2.290950744558992
1991,Jan,,TNS Gallup AS,V,2.1794871794871797
1991,Jul,,Opinion,Ap,38.009049773755656
1991,Jul,,Opinion,H,22.624434389140276
1991,Jul,,Opinion,KrF,6.485671191553545
1991,Jul,,Opinion,NKP,0.301659125188537
